QTY,"CAT
PG#",CATEGORY / SKU,CASE QTY,ITEM DESCRIPTION,,,UPC,START DATE,AUTH PRICE,AUTH PLUS ,AUTH AMT,AUTH PLUS AMT,MAP,MSRP
,105,BSCBGT2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/GREEN WITH TAN TRIM",,,848754005625,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBL2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/BLUE WITH BLACK TRIM",,,848754005632,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBPC2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/PINK CAMO",,,848754005649,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBPK2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/BLACK WITH PINK TRIM",,,848754005656,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBPR2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/BLACK WITH PURPLE TRIM",,,848754005663,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBR2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/RED",,,848754005670,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBT2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/TAN",,,848754005687,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBTU2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/TAN WITH GRAY TRIM ",,,848754005694,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBU2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/URBAN GRAY",,,848754005700,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,105,BSCBWC2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/WOODLAND CAMO",,,848754005717,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,N/A,BSCBZ2911-A,1,"TACTICAL BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/ZOMBIE ",,,848754005724,5/13/2016, $ 72.39 , $ 75.27 ,  ,  , $ 107.99 , $ 118.99 
,104,BSCBAB2974-A,1,"ASSAULT BACKPACK WITH ONE 11""X14"" SOFT BALLISTIC PANEL/BLACK",,,848754005731,10/21/2016, $ 90.73 , $ 94.36 ,  ,  , $ 131.99 , $ 165.99 
,104,BSCBAD2974-A,1,"ASSAULT BACKPACK WITH ONE 11""X14"" SOFT BALLISTIC PANEL/DIGITAL CAMO",,,848754011114,8/9/2018, $ 90.73 , $ 94.36 ,  ,  , $ 165.99 , $ 77.99 
,104,BSCBAG2974-A,1,"ASSAULT BACKPACK WITH ONE 11""X14"" SOFT BALLISTIC PANEL/GREEN",,,848754005748,5/13/2016, $ 90.73 , $ 94.36 ,  ,  , $ 131.99 , $ 165.99 
,104,BSCBAT2974-A,1,"ASSAULT BACKPACK WITH ONE 11""X14"" SOFT BALLISTIC PANEL/TAN",,,848754005755,5/13/2016, $ 90.73 , $ 94.36 ,  ,  , $ 131.99 , $ 165.99 
,104,BSCBAU2974-A,1,"ASSAULT BACKPACK WITH ONE 11""X14"" SOFT BALLISTIC PANEL/URBAN GRAY",,,848754011121,8/9/2018, $ 90.73 , $ 94.36 ,  ,  , $ 165.99 , $ 77.99 
,105,BSCBDPB2979-A,1,"DAY BACKPACK WITH ONE 10""X12"" SOFT BALLISTIC PANEL/BLACK",,,848754009425,10/9/2017, $ 71.88 , $ 74.76 ,  ,  , $ 106.99 , $ 117.99 
,100,BSCVPCV2924B-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/BLACK",,,848754005854,10/21/2016, $ 129.14 , $ 134.30 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCV2924D-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/DIGITAL CAMO",,,848754007636,5/13/2016, $ 129.14 , $ 134.30 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCV2924G-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/GREEN",,,848754005861,8/25/2016, $ 129.14 , $ 134.30 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCV2924T-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/TAN",,,848754005878,5/13/2016, $ 129.14 , $ 134.30 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCV2924U-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/URBAN GRAY",,,848754007629,5/13/2016, $ 129.14 , $ 134.30 ,  ,  , $ 177.99 , $ 212.99 
,101,BPCVPCV2924B-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/BLACK",,,848754005885,8/25/2016, $ 294.30 , $ 306.06 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCV2924D-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/DIGITAL CAMO",,,848754006554,5/13/2016, $ 294.30 , $ 306.06 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCV2924G-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN",,,848754005892,5/13/2016, $ 294.30 , $ 306.06 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCV2924T-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/TAN",,,848754005908,5/13/2016, $ 294.30 , $ 306.06 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCV2924U-A,1,"PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/URBAN GRAY",,,848754006547,5/10/2016, $ 294.30 , $ 306.06 ,  ,  , $ 350.99 , $ 443.99 
,100,BSCVPCVX2963B-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/BLACK",,,848754005496,5/10/2016, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVX2963G-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/GREEN",,,848754005502,5/10/2016, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVX2963R-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/RED",,,848754012388,1/27/2020, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVX2963T-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/TAN",,,848754005519,6/23/2016, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVX2963U-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/URBAN GRAY",,,848754009098,8/8/2017, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVXC2963B-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 8""X10"" RECTANGLE CUT SOFT BALLISTIC PANELS/BLACK/XS-S",,,848754006042,6/23/2016, $ 111.46 , $ 115.92 ,  ,  , $ 154.99 , $ 188.99 
,100,BSCVPCVXC2963G-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 8""X10"" RECTANGLE CUT SOFT BALLISTIC PANELS/GREEN/XS-S",,,848754006059,6/23/2016, $ 111.46 , $ 115.92 ,  ,  , $ 154.99 , $ 188.99 
,100,BSCVPCVXC2963T-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 8""X10"" RECTANGLE CUT SOFT BALLISTIC PANELS/TAN/XS-S",,,848754006066,6/23/2016, $ 111.46 , $ 115.92 ,  ,  , $ 154.99 , $ 188.99 
,100,BSCVPCVXL2963B-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" RECTANGLE CUT SOFT BALLISTIC PANELS/BLACK/2XL+",,,848754006097,6/23/2016, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVXL2963G-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" RECTANGLE CUT SOFT BALLISTIC PANELS/GREEN/2XL+",,,848754006080,6/23/2016, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVXL2963T-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 10""X12"" RECTANGLE CUT SOFT BALLISTIC PANELS/TAN/2XL+",,,848754006073,8/23/2016, $ 129.52 , $ 134.69 ,  ,  , $ 177.99 , $ 212.99 
,101,BPCVPCVXL2963B-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/BLACK/2XL+",,,848754006103,8/23/2016, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVXL2963G-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN/2XL+",,,848754006110,8/23/2016, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVXL2963T-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/TAN/2XL+",,,848754006127,8/23/2016, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVXL2963U-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/URBAN GRAY/2XL+",,,848754012401,1/27/2020, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPLCVPCVX2963B-A,12,"EXPERT CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/BLACK",,,848754006486,8/23/2016, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVX2963G-A,12,"EXPERT CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN",,,848754006493,8/23/2016, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVX2963R-A,12,"EXPERT CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/RED",,,848754012371,1/27/2020, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVX2963T-A,12,"EXPERT CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/TAN",,,848754006509,5/13/2016, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVX2963U-A,12,"EXPERT CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/URBAN GRAY",,,848754012418,1/27/2020, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVXL2963B-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/BLACK/2XL+",,,848754006516,5/13/2016, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVXL2963G-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN/2XL+",,,848754006523,5/13/2016, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVXL2963T-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELSTAN/2XL+",,,848754006530,5/13/2016, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BPLCVPCVXL2963U-A,12,"EXPERT PLATE CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/URBAN GRAY/2XL+",,,848754012425,1/27/2020, $ 391.24 , $ 406.89 ,  ,  , $ 466.99 , $ 581.99 
,101,BSLCVPCVX2963B-A,12,"EXPERT PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/BLACK",,,848754005526,5/13/2016, $ 162.55 , $ 169.05 ,  ,  , $ 223.99 , $ 269.99 
,101,BSLCVPCVX2963G-A,12,"EXPERT PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/GREEN",,,848754005533,5/13/2016, $ 162.55 , $ 169.05 ,  ,  , $ 223.99 , $ 269.99 
,101,BSLCVPCVX2963R-A,12,"EXPERT PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/RED",,,848754012395,1/27/2020, $ 162.55 , $ 169.05 ,  ,  , $ 223.99 , $ 269.99 
,101,BSLCVPCVX2963T-A,12,"EXPERT PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/TAN",,,848754005540,5/13/2016, $ 162.55 , $ 169.05 ,  ,  , $ 223.99 , $ 269.99 
,101,BSLCVPCVX2963U-A,12,"EXPERT PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/URBAN GRAY",,,848754009708,12/9/2016, $ 162.55 , $ 169.05 ,  ,  , $ 223.99 , $ 269.99 
,101,BPCVPCVX2963B-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/BLACK",,,848754005557,5/13/2016, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVX2963G-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN",,,848754005564,5/13/2016, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVX2963R-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/RED",,,848754012364,1/27/2020, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVX2963T-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/TAN",,,848754005571,8/23/2016, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVX2963U-A,12,"EXPERT CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/URBAN GRAY",,,848754009104,8/8/2017, $ 294.68 , $ 306.46 ,  ,  , $ 350.99 , $ 443.99 
,100,BSCVPCVQR2964G-A,12,"QUICK RELEASE PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/GREEN",,,848754005779,8/23/2016, $ 129.65 , $ 134.84 ,  ,  , $ 177.99 , $ 212.99 
,100,BSCVPCVQR2964T-A,12,"QUICK RELEASE PLATE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT SOFT BALLISTIC PANELS/TAN",,,848754005786,5/13/2016, $ 129.65 , $ 134.84 ,  ,  , $ 177.99 , $ 212.99 
,100,BPLCVPCVQR2964G-A,12,"QUICK RELEASE CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN",,,848754006462,5/13/2016, $ 391.38 , $ 407.03 ,  ,  , $ 466.99 , $ 581.99 
,100,BPLCVPCVQR2964T-A,12,"QUICK RELEASE CARRIER VEST WITH TWO 11""X14"" SHOOTERS CUT HARD PE BALLISTIC PANELS/TAN",,,848754006479,5/13/2016, $ 391.38 , $ 407.03 ,  ,  , $ 466.99 , $ 581.99 
,100,BSLCVPCVQR2964G-A,12,"QUICK RELEASE PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/GREEN ",,,848754005809,5/13/2016, $ 162.69 , $ 169.20 ,  ,  , $ 223.99 , $ 269.99 
,100,BSLCVPCVQR2964T-A,12,"QUICK RELEASE PLATE CARRIER VEST/LARGE/WITH TWO 11""X14"" SHOOTERS CUT SOFT BALLISTIC PANELS/TAN",,,848754005816,9/15/2016, $ 162.69 , $ 169.20 ,  ,  , $ 223.99 , $ 269.99 
,101,BPCVPCVQR2964G-A,12,"QUICK RELEASE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/GREEN",,,848754005830,5/13/2016, $ 294.82 , $ 306.61 ,  ,  , $ 350.99 , $ 443.99 
,101,BPCVPCVQR2964T-A,12,"QUICK RELEASE CARRIER VEST WITH TWO 10""X12"" SHOOTERS CUT HARD PE BALLISTIC PANELS/TAN",,,848754005847,5/13/2016, $ 294.82 , $ 306.61 ,  ,  , $ 350.99 , $ 443.99 
,132,BPCVPCF2995B-A,1,"VISM® by NcSTAR® FAST PLATE CARRIER  WITH 10""X12' LEVEL III+ PE SHOOTER'S CUT 2X HARD BALLISTIC PLATES/ BLACK ",,,848754010384,5/1/2018, $ 281.67 , $ 292.94 ,  ,  , $ 344.99 , $ 436.99 
,132,BPCVPCF2995G-A,1,"VISM® by NcSTAR® FAST PLATE CARRIER  WITH 10""X12' LEVEL III+ PE SHOOTER'S CUT 2X HARD BALLISTIC PLATES/ GREEN",,,848754010391,5/1/2018, $ 281.67 , $ 292.94 ,  ,  , $ 344.99 , $ 436.99 
,132,BPCVPCF2995T-A,1,"VISM® by NcSTAR® FAST PLATE CARRIER  WITH 10""X12' LEVEL III+ PE SHOOTER'S CUT 2X HARD BALLISTIC PLATES/ TAN",,,848754010407,5/1/2018, $ 281.67 , $ 292.94 ,  ,  , $ 344.99 , $ 436.99 
,98,BPLCVPCFL2995B-A,1,"VISM® by NcSTAR® LARGER FAST PLATE CARRIER  WITH 11""X14' LEVEL III+ PE SHOOTER'S CUT 2X HARD BALLISTIC PLATES/ BLACK ",,,848754010414,5/1/2018, $ 368.45 , $ 385.43 ,  ,  , $ 453.99 , $ 569.99 
,98,BPLCVPCFL2995G-A,1,"VISM® by NcSTAR® LARGER FAST PLATE CARRIER  WITH 11""X14' LEVEL III+ PE SHOOTER'S CUT 2X HARD BALLISTIC PLATES/GREEN",,,848754010421,5/1/2018, $ 368.45 , $ 385.43 ,  ,  , $ 453.99 , $ 569.99 
,98,BPLCVPCFL2995T-A,1,"VISM® by NcSTAR® LARGER FAST PLATE CARRIER  WITH 11""X14' LEVEL III+ PE SHOOTER'S CUT 2X HARD BALLISTIC PLATES/TAN",,,848754010438,5/1/2018, $ 368.45 , $ 385.43 ,  ,  , $ 453.99 , $ 569.99 
,98,BSCVPCF2995B-A,1,"VISM® by NcSTAR® FAST PLATE CARRIER  WITH 10""x12"" LEVEL IIIA SHOOTER'S CUT 2X SOFT BALLISTIC PANELS/BLACK",,,848754010445,5/1/2018, $ 117.78 , $ 122.48 ,  ,  , $ 176.99 , $ 187.99 
,98,BSCVPCF2995G-A,1,"VISM® by NcSTAR® FAST PLATE CARRIER  WITH 10""x12"" LEVEL IIIA SHOOTER'S CUT 2X SOFT BALLISTIC PANELS/GREEN",,,848754010452,5/1/2018, $ 117.78 , $ 122.48 ,  ,  , $ 176.99 , $ 187.99 
,98,BSCVPCF2995T-A,1,"VISM® by NcSTAR® FAST PLATE CARRIER  WITH 10""x12"" LEVEL IIIA SHOOTER'S CUT 2X SOFT BALLISTIC PANELS/TAN",,,848754010469,5/1/2018, $ 117.78 , $ 122.48 ,  ,  , $ 176.99 , $ 187.99 
,98,BSLCVPCFL2995B-A,1,"VISM® by NcSTAR® LARGER FAST PLATE CARRIER  WITH 11""X14' LEVEL IIIA SHOOTER'S CUT 2X SOFT BALLISTIC PANELS/ BLACK",,,848754010476,5/1/2018, $ 149.54 , $ 155.52 ,  ,  , $ 211.99 , $ 257.99 
,98,BSLCVPCFL2995G-A,1,"VISM® by NcSTAR® LARGER FAST PLATE CARRIER  WITH 11""X14' LEVEL IIIA SHOOTER'S CUT 2X SOFT BALLISTIC PANELS/GREEN",,,848754010483,5/1/2018, $ 149.54 , $ 155.52 ,  ,  , $ 211.99 , $ 257.99 
,98,BSLCVPCFL2995T-A,1,"VISM® by NcSTAR® LARGER FAST PLATE CARRIER  WITH 11""X14' LEVEL IIIA SHOOTER'S CUT 2X SOFT BALLISTIC PANELS/TAN",,,848754010490,5/1/2018, $ 149.54 , $ 155.52 ,  ,  , $ 211.99 , $ 257.99 
,,BSI3AVB2XL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - 2XL/ BLACK,,,848754013194,10/1/2020, $ 266.81 , $ 277.47 ,  ,  , $ 377.99 , $ 398.99 
,,BSI3AVB3XL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - 3XL/ BLACK,,,848754013200,10/1/2020, $ 292.22 , $ 303.90 ,  ,  , $ 409.99 , $ 440.99 
,,BSI3AVBL,1,LEVEL IIIA INSIDE CONCEALED BALLISTIC PLATE CARRIER - LARGE/ BLACK,,,848754013170,10/1/2020, $ 236.78 , $ 246.25 ,  ,  , $ 335.99 , $ 356.99 
,,BSI3AVBM,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - MEDIUM/ BLACK,,,848754013163,10/1/2020, $ 225.23 , $ 234.23 ,  ,  , $ 325.99 , $ 346.99 
,,BSI3AVBS,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - SMALL/ BLACK,,,848754013156,10/1/2020, $ 212.52 , $ 221.03 ,  ,  , $ 314.99 , $ 335.99 
,,BSI3AVBXL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - XL/ BLACK,,,848754013187,10/1/2020, $ 251.79 , $ 261.86 ,  ,  , $ 356.99 , $ 377.99 
,,BSI3AVW2XL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - 2XL/ WHITE,,,848754012883,10/1/2020, $ 266.81 , $ 277.47 ,  ,  , $ 377.99 , $ 398.99 
,,BSI3AVW3XL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - 3XL/ WHITE,,,848754012890,10/1/2020, $ 292.22 , $ 303.90 ,  ,  , $ 409.99 , $ 440.99 
,,BSI3AVWL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - LARGE/ WHITE,,,848754012869,10/1/2020, $ 236.78 , $ 246.25 ,  ,  , $ 355.99 , $ 356.99 
,,BSI3AVWM,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - MEDIUM/ WHITE,,,848754012852,10/1/2020, $ 225.23 , $ 234.23 ,  ,  , $ 325.99 , $ 346.99 
,,BSI3AVWS,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - SMALL/ WHITE,,,848754012845,10/1/2020, $ 212.52 , $ 221.03 ,  ,  , $ 314.99 , $ 335.99 
,,BSI3AVWXL,1,LEVEL IIIA INSIDE CONCEALED UHMWPE BALLISTIC PLATE CARRIER - XL/ WHITE,,,848754012876,10/1/2020, $ 251.79 , $ 261.86 ,  ,  , $ 356.99 , $ 377.99 
,96,B4C1012,1,"CERAMIC LEVEL 4 10""X12"" PLATE/SHOOTERS CUT",,,848754006356,5/13/2016, $ 181.68 , $ 188.95 ,  ,  , $ 254.99 , $ 323.99 
,96,B4C1114,1,"CERAMIC LEVEL 4 11""X14"" PLATE/SHOOTERS CUT",,,848754012784,10/1/2020, $ 220.59 , $ 229.41 ,  ,  , $ 300.99 , $ 367.99 
,96,B4C66C,1,LEVEL IV CERAMIC/PE 6x6 SIDE SQUARE BALLISTIC PLATE,,,848754012807,10/1/2020, $ 79.70 , $ 82.89 ,  ,  , $ 110.99 , $ 135.99 
,96,BSC1012,1,"SOFT BALLISTIC PANEL/10""X12""/SHOOTERS CUT",,,848754005458,5/13/2016, $ 57.17 , $ 59.46 ,  ,  , $ 80.99 , $ 98.99 
,96,BSF810,1,"SOFT BALLISTIC PANEL/8""X10""/NO CUT",,,848754006011,12/8/2016, $ 44.47 , $ 46.24 ,  ,  , $ 64.99 , $ 75.99 
,96,BSF1012,1,"SOFT BALLISTIC PANEL/10""X12""/NO CUT",,,848754005472,9/8/2016, $ 57.17 , $ 59.46 ,  ,  , $ 80.99 , $ 98.99 
,96,BSC1114,1,"SOFT BALLISTIC PANEL/11""X14""/SHOOTERS CUT ",,,848754005465,8/31/2016, $ 69.88 , $ 72.67 ,  ,  , $ 98.99 , $ 115.99 
,96,BSF1114,1,"SOFT BALLISTIC PANEL/11""X14""/NO CUT",,,848754005489,5/13/2016, $ 69.88 , $ 72.67 ,  ,  , $ 98.99 , $ 115.99 
,96,BSS66,1,"SOFT BALLISTIC SIDE PANEL/6""X6""",,,848754008343,5/13/2016, $ 24.14 , $ 25.11 ,  ,  , $ 34.99 , $ 46.99 
,96,BSS68,1,"SOFT BALLISTIC SIDE PANEL/6""X8""",,,848754006806,6/13/2016, $ 30.49 , $ 31.71 ,  ,  , $ 44.99 , $ 55.99 
,96,BSS611,1,"SOFT BALLISTIC SIDE PANEL/6""X11""",,,848754006561,1/13/2017, $ 33.67 , $ 35.02 ,  ,  , $ 46.99 , $ 57.99 
,,BSO3AVB2XL,1,LEVEL IIIA OUTSIDE UHMWPE BALLISTIC PLATE CARRIER - 2XL/ BLACK,,,848754013132,10/1/2020, $ 296.52 , $ 308.71 ,  ,  , $ 419.99 , $ 440.99 
,,BSO3AVB3XL,1,LEVEL IIIA OUTSIDE UHMWPE BALLISTIC PLATE CARRIER - 3XL/ BLACK,,,848754013149,10/1/2020, $ 326.87 , $ 339.94 ,  ,  , $ 461.99 , $ 482.99 
,,BSO3AVBL,1,LEVEL IIIA OUTSIDE UHMWPE BALLISTIC PLATE CARRIER - LARGE/ BLACK,,,848754013118,10/1/2020, $ 266.81 , $ 277.47 ,  ,  , $ 377.99 , $ 398.99 
,,BSO3AVBM,1,LEVEL IIIA OUTSIDE UHMWPE BALLISTIC PLATE CARRIER - MEDIUM/ BLACK,,,848754013101,10/1/2020, $ 251.79 , $ 261.86 ,  ,  , $ 356.99 , $ 377.99 
